variant,workload,n,seed,run,operation,seconds,visited,scans,mops_per_sec,scans_per_sec,avg_entries_per_scan,prefix_len,fanout_target,groups,keys,bytes_per_key,internal_node_bytes,total_bytes,avg_leaf_depth,max_leaf_depth
node32_node64,controlled_fanout,2000,1,4,iter_prefix,0.000022600,1024,512,45.309725,22654862.504604,2.000000,4,2,1000,2000,54.156000,64312,108312,5.000,5
node32_node64,controlled_fanout,2000,1,5,iter_prefix,0.000022100,1024,512,46.334840,23167419.836124,2.000000,4,2,1000,2000,54.156000,64312,108312,5.000,5
node32_node64,controlled_fanout,2000,1,6,iter_prefix,0.000022200,1024,512,46.126138,23063068.861274,2.000000,4,2,1000,2000,54.156000,64312,108312,5.000,5
node32_node64,controlled_fanout,2000,1,7,iter_prefix,0.000022100,1024,512,46.334840,23167419.836124,2.000000,4,2,1000,2000,54.156000,64312,108312,5.000,5
node32_node64,controlled_fanout,2000,1,8,iter_prefix,0.000021900,1024,512,46.757992,23378996.063230,2.000000,4,2,1000,2000,54.156000,64312,108312,5.000,5
node32_node64,controlled_fanout,2000,1,9,iter_prefix,0.000021900,1024,512,46.757992,23378996.063230,2.000000,4,2,1000,2000,54.156000,64312,108312,5.000,5
paper6_indexed,controlled_fanout,2000,1,0,iter_full,0.000025500,6000,3,235.294072,117647.035780,2000.000000,0,2,1000,2000,46.160000,48320,92320,5.000,5
paper6_indexed,controlled_fanout,2000,1,1,iter_full,0.000025500,6000,3,235.294072,117647.035780,2000.000000,0,2,1000,2000,46.160000,48320,92320,5.000,5
paper6_indexed,controlled_fanout,2000,1,2,iter_full,0.000025500,6000,3,235.294072,117647.035780,2000.000000,0,2,1000,2000,46.160000,48320,92320,5.000,5
paper6_indexed,controlled_fanout,2000,1,3,iter_full,0.000025300,6000,3,237.154118,118577.058827,2000.000000,0,2,1000,2000,46.160000,48320,92320,5.000,5
paper6_indexed,controlled_fanout,2000,1,4,iter_full,0.000025300,6000,3,237.154186,118577.092928,2000.000000,0,2,1000,2000,46.160000,48320,92320,5.000,5
paper6_indexed,controlled_fanout,2000,1,5,iter_full,0.000025300,6000,3,237.154118,118577.058827,2000.000000,0,2,1000,2000,46.160000,48320,92320,5.000,5
paper6_indexed,controlled_fanout,2000,1,6,iter_full,0.000025300,6000,3,237.154118,118577.058827,2000.000000,0,2,1000,2000,46.160000,48320,92320,5.000,5
