variant,workload,n,fanout_target,groups,zipf_s,operation,runs,mean,std,ci95,menu_count
count2_node16_node256,sparse_uint64,524288,0,0,0.0,insert,25,3.4591776399999996,0.36186711775674407,0.14185191016064366,2
count2_node16_node256,sparse_uint64,524288,0,0,0.0,lookup_absent_early,25,43.92138724,3.8086640894930417,1.4929963230812722,2
count2_node16_node256,sparse_uint64,524288,0,0,0.0,lookup_absent_late,25,15.6711926,1.5417594935486858,0.6043697214710848,2
count2_node16_node256,sparse_uint64,524288,0,0,0.0,lookup_success,25,5.75236328,0.7380172691299595,0.2893027694989441,2
count2_node16_node256,sparse_uint64,1048576,0,0,0.0,insert,25,2.87178548,0.1436346340427452,0.056304776544756116,2
count2_node16_node256,sparse_uint64,1048576,0,0,0.0,lookup_absent_early,25,18.60476964,0.9999138923853595,0.3919662458150609,2
count2_node16_node256,sparse_uint64,1048576,0,0,0.0,lookup_absent_late,25,10.09731856,0.9851913384754285,0.386195004682368,2
count2_node16_node256,sparse_uint64,1048576,0,0,0.0,lookup_success,25,4.51072824,0.30360712132352335,0.11901399155882116,2
count2_node16_node256,uuid_fixture,4096,0,0,0.0,insert,25,15.88432992,1.7025146888022713,0.6673857580104904,2
count2_node16_node256,uuid_fixture,4096,0,0,0.0,lookup_absent_early,25,259.91212344,31.730144832616034,12.438216774385484,2
count2_node16_node256,uuid_fixture,4096,0,0,0.0,lookup_absent_late,25,45.712605679999996,1.2918798269562053,0.5064168921668324,2
count2_node16_node256,uuid_fixture,4096,0,0,0.0,lookup_success,25,34.63032756,1.92923780055633,0.7562612178180814,2
count2_node16_node256,uuid_fixture,8192,0,0,0.0,insert,25,12.73531408,1.1901277528521848,0.4665300791180564,2
count2_node16_node256,uuid_fixture,8192,0,0,0.0,lookup_absent_early,25,286.73553884,11.580397236692237,4.539515716783357,2
count2_node16_node256,uuid_fixture,8192,0,0,0.0,lookup_absent_late,25,40.95072008,1.2237509917661593,0.47971038877233446,2
count2_node16_node256,uuid_fixture,8192,0,0,0.0,lookup_success,25,28.029440840000003,1.0303082245126414,0.4038808240089554,2
count2_node16_node256,uuid_fixture,16384,0,0,0.0,insert,25,12.07760608,1.0480627807261005,0.4108406100446314,2
count2_node16_node256,uuid_fixture,16384,0,0,0.0,lookup_absent_early,25,284.88040724,25.13908870360742,9.854522771814109,2
count2_node16_node256,uuid_fixture,16384,0,0,0.0,lookup_absent_late,25,36.29568972,0.7087014434086197,0.2778109658161789,2
count2_node16_node256,uuid_fixture,16384,0,0,0.0,lookup_success,25,23.044460960000002,0.5734997921811226,0.22481191853500002,2
count2_node16_node256,uuid_fixture,32768,0,0,0.0,insert,25,11.18541716,1.166477876338699,0.45725932752476994,2
count2_node16_node256,uuid_fixture,32768,0,0,0.0,lookup_absent_early,25,272.17915492,16.85410987063909,6.606811069290522,2
count2_node16_node256,uuid_fixture,32768,0,0,0.0,lookup_absent_late,25,29.06623968,2.2359215946500623,0.8764812651028244,2
count2_node16_node256,uuid_fixture,32768,0,0,0.0,lookup_success,25,19.03263792,0.6951416694288489,0.27249553441610874,2
count2_node16_node256,uuid_fixture,65536,0,0,0.0,insert,25,8.94286876,1.4658282220079617,0.574604663027121,2
count2_node16_node256,uuid_fixture,65536,0,0,0.0,lookup_absent_early,25,264.26077856,13.229372799333454,5.185914137338714,2
count2_node16_node256,uuid_fixture,65536,0,0,0.0,lookup_absent_late,25,23.60545096,3.091177617546878,1.2117416260783762,2
