variant,workload,n,seed,fanout_target,groups,zipf_s,run,operation,seconds,ops,mops_per_sec,keys,node4,node16,node32,node48,node256,internal_nodes,leaves,internal_node_bytes,leaf_bytes,total_bytes,bytes_per_key,avg_leaf_depth,max_leaf_depth,fanout_0_4,fanout_5_16,fanout_17_32,fanout_33_48,fanout_49_64,fanout_65_256,node64,node4_bytes,node16_bytes,node32_bytes,node48_bytes,node64_bytes,node256_bytes,node2,node5,node2_bytes,node5_bytes,fanout_1_2,fanout_3_5,fanout_6_16
count3_node4_node16_node256,dense_uint64,65536,1,0,0,0,9,lookup_absent,0.000220400,65536,297.350266,65536,0,0,0,0,257,257,65536,530448,1572864,2103312,32.094,8.000,8,0,0,0,0,0,257,0,0,0,0,0,0,530448,0,0,0,0,0,0,0
count4_original4,dense_uint64,65536,1,0,0,0,0,insert,0.004801300,65536,13.649637,65536,0,0,0,0,257,257,65536,530448,1572864,2103312,32.094,8.000,8,0,0,0,0,0,257,0,0,0,0,0,0,530448,0,0,0,0,0,0,0
count4_original4,dense_uint64,65536,1,0,0,0,0,lookup_success,0.001528600,65536,42.873217,65536,0,0,0,0,257,257,65536,530448,1572864,2103312,32.094,8.000,8,0,0,0,0,0,257,0,0,0,0,0,0,530448,0,0,0,0,0,0,0
count4_original4,dense_uint64,65536,1,0,0,0,0,lookup_absent,0.000256000,65536,255.999993,65536,0,0,0,0,257,257,65536,530448,1572864,2103312,32.094,8.000,8,0,0,0,0,0,257,0,0,0,0,0,0,530448,0,0,0,0,0,0,0
count4_original4,dense_uint64,65536,1,0,0,0,1,insert,0.003837300,65536,17.078675,65536,0,0,0,0,257,257,65536,530448,1572864,2103312,32.094,8.000,8,0,0,0,0,0,257,0,0,0,0,0,0,530448,0,0,0,0,0,0,0
count4_original4,dense_uint64,65536,1,0,0,0,1,lookup_success,0.001666400,65536,39.327892,65536,0,0,0,0,257,257,65536,530448,1572864,2103312,32.094,8.000,8,0,0,0,0,0,257,0,0,0,0,0,0,530448,0,0,0,0,0,0,0
count4_original4,dense_uint64,65536,1,0,0,0,1,lookup_absent,0.000233000,65536,281.270388,65536,0,0,0,0,257,257,65536,530448,1572864,2103312,32.094,8.000,8,0,0,0,0,0,257,0,0,0,0,0,0,530448,0,0,0,0,0,0,0
count4_original4,dense_uint64,65536,1,0,0,0,2,insert,0.004217600,65536,15.538695,65536,0,0,0,0,257,257,65536,530448,1572864,2103312,32.094,8.000,8,0,0,0,0,0,257,0,0,0,0,0,0,530448,0,0,0,0,0,0,0
count4_original4,dense_uint64,65536,1,0,0,0,2,lookup_success,0.002507600,65536,26.134950,65536,0,0,0,0,257,257,65536,530448,1572864,2103312,32.094,8.000,8,0,0,0,0,0,257,0,0,0,0,0,0,530448,0,0,0,0,0,0,0
count4_original4,dense_uint64,65536,1,0,0,0,2,lookup_absent,0.000399100,65536,164.209469,65536,0,0,0,0,257,257,65536,530448,1572864,2103312,32.094,8.000,8,0,0,0,0,0,257,0,0,0,0,0,0,530448,0,0,0,0,0,0,0
count4_original4,dense_uint64,65536,1,0,0,0,3,insert,0.004295600,65536,15.256542,65536,0,0,0,0,257,257,65536,530448,1572864,2103312,32.094,8.000,8,0,0,0,0,0,257,0,0,0,0,0,0,530448,0,0,0,0,0,0,0
count4_original4,dense_uint64,65536,1,0,0,0,3,lookup_success,0.001662100,65536,39.429637,65536,0,0,0,0,257,257,65536,530448,1572864,2103312,32.094,8.000,8,0,0,0,0,0,257,0,0,0,0,0,0,530448,0,0,0,0,0,0,0
